periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,033B-CD01b. Malaria (diagnosed) - Deaths,033B-AP02. Total OPD,033B-CD01a. Malaria (diagnosed)  - Cases,033B-MA01. Suspected Malaria (Fever),033B-TR08. RDT (Malaria) Tests,033B-TR01. ACT (Tablets),033B-MA02. Cases Tested with RDT,033B-MA03. RDT Positive Cases,033B-MA04. Cases Tested with Microscopy,033B-MA05. Microscopy Positive Cases
2022,2022,2022,,MOH - Uganda,South Central,Bukomansimbi District,Bigasa Subcounty,Busagula HC II,zxCz0mvkspt,Busagula HC II,,,,264.0,126.0,157.0,25.0,26760.0,57.0,29.0,99.0,72.0
2022,2022,2022,,MOH - Uganda,Busoga,Luuka District,Bukanga Subcounty,Busalamu Gvt HC II,aDJA0BBNSjf,Busalamu Gvt HC II,,,,6997.0,5097.0,6696.0,107975.0,2375054.0,6688.0,5104.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Luuka District,Bukanga Subcounty,Busalamu Ngo HC II,PuSvMFDx1H6,Busalamu Ngo HC II,,,,2597.0,1531.0,2107.0,49148.0,130932.0,2107.0,1411.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Sironko District,Buwalasi Subcounty,Busamaga HC II,KdRYPKINiix,Busamaga HC II,,,,2066.0,940.0,1575.0,8249.0,39191.0,1572.0,877.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Mbale City,Mbale Industrial Division,Busamaga HC III,C9Kvzwphv8J,Busamaga HC III,,,,8405.0,2215.0,4562.0,73629.0,684075.0,2699.0,1306.0,1651.0,548.0
2022,2022,2022,,MOH - Uganda,North Central,Buvuma District,Busamuzi Subcounty,Busamuzi HC III,afzGq7RpOTl,Busamuzi HC III,,,1.0,14096.0,4685.0,8940.0,52432.0,232533.0,6483.0,3845.0,2567.0,1368.0
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Busaana Town Council,Busana HC III,aLmtlWu249T,Busana HC III,,,,17368.0,5780.0,9665.0,28762.0,63715.0,7425.0,4079.0,2343.0,1693.0
2022,2022,2022,,MOH - Uganda,Busoga,Luuka District,Bukooma Subcounty,Busanda HC II,aKyI8EjjSd7,Busanda HC II,,,,4086.0,2894.0,4240.0,75575.0,1035038.0,4240.0,2842.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Mbale District,Busano Subcounty,Busano HC III,S3tP2Tw15nr,Busano HC III,,,,10789.0,3233.0,6129.0,38100.0,2605016.0,5391.0,2863.0,647.0,235.0
2022,2022,2022,,MOH - Uganda,Kigezi,Kisoro District,Busanza Subcounty,Busanza HC IV,pCvTmt48vr0,Busanza HC IV,,,,12137.0,269.0,2640.0,66710.0,56592.0,2522.0,275.0,84.0,10.0
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Busaru Subcounty,Busaru HC IV,xpfoySoqqeO,Busaru HC IV,,,,4925.0,1196.0,3353.0,5962.0,306779.0,263.0,126.0,3090.0,1127.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Masuliita Subcounty,Busawamanze HC III,rjIpxD2fcZB,Busawamanze HC III,,,,5359.0,1939.0,2920.0,18505.0,725098.0,1924.0,1499.0,632.0,464.0
2022,2022,2022,,MOH - Uganda,Busoga,Jinja District,Busedde Subcounty,Busedde HC III,t5UJ7lyEPo3,Busedde HC III,,,,3265.0,1873.0,2385.0,32015.0,108940.0,1604.0,1183.0,775.0,527.0
2022,2022,2022,,MOH - Uganda,Busoga,Jinja District,Busedde Subcounty,Busedde Prison Clinic,KqVp007zQOY,Busedde Prison Clinic,,,,62.0,65.0,66.0,338.0,1446.0,35.0,16.0,,
2022,2022,2022,,MOH - Uganda,Bunyoro,Kibaale District,Matale Subcounty,Buseesa Medical Centre HC III,qjnccz0rMAd,Buseesa Medical Centre HC III,,,,2203.0,80.0,817.0,2840.0,64133.0,817.0,31.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Busega Clinic HC II,v82VMVlARo3,Busega Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Busega Community Clinic,viVXbPYG94Q,Busega Community Clinic,,,,1557.0,194.0,803.0,332.0,6094.0,630.0,169.0,3.0,3.0
2022,2022,2022,,MOH - Uganda,Busoga,Jinja District,Buyengo Subcounty,Busegula HC II,B9FpgxMLSri,Busegula HC II,,,,4024.0,2085.0,3464.0,27700.0,257360.0,3464.0,1993.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Bugweri District,Busembatia Town Council,Busembatya HC III,RWICuGNoE6b,Busembatya HC III,,,,11122.0,3525.0,7702.0,171046.0,556792.0,4174.0,2265.0,3427.0,1052.0
2022,2022,2022,,MOH - Uganda,Kigezi,Kisoro District,Nyarubuye Subcounty,Busengo HC II,mYuOdMX1yD9,Busengo HC II,,,,2955.0,62.0,699.0,54906.0,1054478.0,699.0,62.0,,
2022,2022,2022,,MOH - Uganda,North Central,Kassanda District,Mbirizi Subcounty,Buseregenyu HC III,oqpQTfNAJJw,Buseregenyu HC III,,,,2841.0,1010.0,1635.0,38676.0,604063.0,1558.0,911.0,101.0,54.0
2022,2022,2022,,MOH - Uganda,Bunyoro,Hoima District,Buseruka Subcounty,Buseruka HC III,ccVG52jNm8D,Buseruka HC III,,,,8026.0,2737.0,5461.0,41100.0,1778580.0,2408.0,1201.0,3136.0,1382.0
2022,2022,2022,,MOH - Uganda,Bunyoro,Hoima District,Buseruka Subcounty,Buseruka Prison Clinic,uXjmJ85M3yr,Buseruka Prison Clinic,,,,462.0,118.0,189.0,1805.0,37746.0,189.0,117.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Bugweri District,Bugweri Town Council,Busesa HC IV,FLMye24JUsV,Busesa HC IV,,,,13044.0,3982.0,7770.0,82311.0,1617333.0,1580.0,1108.0,4819.0,2592.0
2022,2022,2022,,MOH - Uganda,Busoga,Bugweri District,Bugweri Town Council,Busesa Prison Clinic,gzDQrezinBK,Busesa Prison Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Bukedi,Kibuku District,Buseta Subcounty,Buseta HC III,oCg2PMCReX1,Buseta HC III,,,,18769.0,10415.0,16571.0,454125.0,4792738.0,16154.0,10630.0,240.0,140.0
2022,2022,2022,,MOH - Uganda,Ankole,Isingiro District,Endiinzi Subcounty,Busheka (Isingiro) HC III,VMsqPYJjOpq,Busheka (Isingiro) HC III,,,,11461.0,5667.0,8256.0,38850.0,632700.0,8256.0,5572.0,,
2022,2022,2022,,MOH - Uganda,South Central,Sembabule District,Mijwala Subcounty,Busheka (Sembabule) HC II,L3gSrcVk4Nj,Busheka (Sembabule) HC II,,,,5958.0,3053.0,5329.0,56000.0,280790.0,4068.0,2024.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Central Division (Bushenyi Ishaka MC),Bushenyi HC IV,jmcxCPyDHHS,Bushenyi HC IV,,,,17933.0,616.0,5997.0,132897.0,52824.0,5957.0,637.0,4.0,
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Central Division (Bushenyi Ishaka MC),Bushenyi Medical Center HC III,aJNgqIuVpYF,Bushenyi Medical Center HC III,,,,4940.0,136.0,2176.0,8121.0,,1615.0,120.0,666.0,131.0
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Central Division (Bushenyi Ishaka MC),Bushenyi Police Station HC II,eYiJZrdc3Eh,Bushenyi Police Station HC II,,,,134.0,51.0,87.0,5075.0,4608.0,87.0,51.0,21.0,15.0
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Central Division (Bushenyi Ishaka MC),Bushenyi Ug. Women Prison HC II,cdVSJIameMk,Bushenyi Ug. Women Prison HC II,,,,1836.0,52.0,184.0,1358.0,22208.0,178.0,54.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Central Division (Bushenyi Ishaka MC),Bushenyi Uganda Prisons HC III,soO4xwuSfkS,Bushenyi Uganda Prisons HC III,,,,13032.0,222.0,963.0,13615.0,716836.0,906.0,215.0,59.0,16.0
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Kyeizooba Subcounty,Bushenyi-Buyanja HC II,f8JtBXP4GBx,Bushenyi-Buyanja HC II,,,,2626.0,237.0,950.0,121556.0,406918.0,950.0,241.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Nyabubare Subcounty,Bushenyi-Kashozi HC II,IbBSyRlNvFK,Bushenyi-Kashozi HC II,,,,3978.0,773.0,3772.0,58047.0,82776.0,3772.0,772.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kanungu District,Kihihi Subcounty,Bushere HC II,Y4ol7ROPMxQ,Bushere HC II,,,,2330.0,1774.0,2339.0,10136.0,398766.0,2334.0,1779.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Bududa District,Nakatsi Subcounty,Bushika HC III,J3KJzX1JSXu,Bushika HC III,,,13.0,10335.0,1937.0,5284.0,119949.0,767764.0,3379.0,1225.0,1924.0,732.0
2022,2022,2022,,MOH - Uganda,Bugisu,Mbale District,Bungokho Subcounty,Bushikori HC III,b5gYOcDzgXn,Bushikori HC III,,,,4468.0,1578.0,2573.0,16097.0,229187.0,760.0,319.0,2030.0,1045.0
2022,2022,2022,,MOH - Uganda,Bugisu,Bududa District,Bushiyi Subcounty,Bushiyi HC III,iu8AuF8DVXT,Bushiyi HC III,,,,4266.0,356.0,2795.0,76200.0,47880.0,2755.0,323.0,50.0,6.0
2022,2022,2022,,MOH - Uganda,Ankole,Rwampara District,Mwizi Subcounty,Bushwere HC II,W4TBB6tIrzc,Bushwere HC II,,,,2625.0,142.0,789.0,38700.0,135820.0,789.0,130.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Busia District,Western Division (Busia MC),Busia HC IV,Yr843NBuL9D,Busia HC IV,,,,21967.0,2119.0,7584.0,71299.0,1828845.0,4779.0,1479.0,2768.0,622.0
2022,2022,2022,,MOH - Uganda,Bukedi,Busia District,Eastern Division (Busia MC),Busia Police HC II,ENNiBZmoBma,Busia Police HC II,,,,1692.0,282.0,614.0,,,494.0,252.0,120.0,30.0
2022,2022,2022,,MOH - Uganda,Busoga,Luuka District,Waibuga Subcounty,Busiiro HC II,UDmQNAw74oH,Busiiro HC II,,,,5830.0,3880.0,5331.0,4820.0,1522188.0,5331.0,3831.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Nankoma Subcounty,Busimbi HC II,MHGvrWftKzk,Busimbi HC II,,,,5971.0,4074.0,6009.0,69276.0,252250.0,6018.0,4074.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Busia District,Busime Subcounty,Busime HC II,eV4fyDZzdi3,Busime HC II,,,,5561.0,3550.0,5192.0,55322.0,340232.0,5192.0,3775.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Central Division (Kampala CCA),Businge Medical Centre (Kampala) HC II,a9zlZtyaFqP,Businge Medical Centre (Kampala) HC II,,,,817.0,79.0,80.0,,,20.0,1.0,61.0,3.0
2022,2022,2022,,MOH - Uganda,Ankole,Ibanda District,Kagongo Division,Busingye Clinic,ghBbGPGo67O,Busingye Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Lyantonde District,Lyantonde Town Council,Busingye Drug Shop,mjDHgVgFIqe,Busingye Drug Shop,,,,66.0,10.0,64.0,732.0,2522.0,62.0,9.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Kiruhura District,Rushere Town Council,Busingye Maternity Home Clinic,kbXEP21YajN,Busingye Maternity Home Clinic,,,,345.0,68.0,303.0,1782.0,6721.0,303.0,87.0,5.0,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Busingye Medical Centre HC II,fXKRSDL6Xri,Busingye Medical Centre HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Ankole,Ibanda District,Ishongororo Town Council,Busingye Medical Clinic,OMHKYJZALu2,Busingye Medical Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Busingye Muhereza Clinic HC II,w4KEBqu6ZmB,Busingye Muhereza Clinic HC II,,,,538.0,37.0,131.0,659.0,31.0,126.0,42.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Mayuge District,Bukabooli Subcounty,Busira HC II,cBT4skCUyC3,Busira HC II,,,,3798.0,2851.0,3475.0,107700.0,291307.0,3475.0,2786.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Kamwenge District,Busiriba Subcounty,Busiriba HC II,iR4NuGQdNOq,Busiriba HC II,,,,8757.0,5707.0,10670.0,226435.0,1354794.0,7272.0,5483.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Namayingo District,Banda Subcounty (Namayingo District),Busiro Church of God HC III,s3KGtzqaMyJ,Busiro Church of God HC III,,,,3938.0,1511.0,2881.0,21550.0,102515.0,2772.0,1576.0,109.0,64.0
2022,2022,2022,,MOH - Uganda,Bukedi,Busia District,Busitema Subcounty,Busitema HC III,x2bKnIqqcFt,Busitema HC III,,,,8180.0,5835.0,7160.0,105379.0,935230.0,7086.0,5719.0,75.0,60.0
2022,2022,2022,,MOH - Uganda,Bugisu,Mbale District,Busiu Town Council,Busiu HC IV,zeEOtz7XwxV,Busiu HC IV,,,,21617.0,6688.0,15641.0,24534.0,773998.0,6350.0,3374.0,9275.0,2631.0
2022,2022,2022,,MOH - Uganda,Bugisu,Mbale District,Busoba Subcounty,Busoba Epi Centre HC II,IQ78syaaXEg,Busoba Epi Centre HC II,,,,5757.0,3915.0,5313.0,49411.0,107532.0,5305.0,4012.0,8.0,5.0
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Buwunga Subcounty (Bugiri District),Busoga HC II,K3VuoMDqbif,Busoga HC II,,,,1912.0,1157.0,1669.0,33075.0,517040.0,1669.0,1128.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Butaleja District,Busolwe Town Council,Busolwe Community Clinic,Pt69fvwAO5D,Busolwe Community Clinic,,,,65.0,32.0,60.0,88.0,582.0,60.0,40.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Butaleja District,Busolwe Town Council,Busolwe Hospital,jBZmte6aqoD,Busolwe Hospital,,,,42246.0,13826.0,18693.0,57172.0,188592.0,10307.0,6840.0,5529.0,3297.0
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Kisuba Subcounty,Busoru HC II,IwX731R1sVd,Busoru HC II,,,,7444.0,4302.0,5596.0,41022.0,1448302.0,5596.0,4090.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Kamuli District,Southern Division (Kamuli MC),Busota HC III,a7iTUfqFKUY,Busota HC III,,,,9638.0,6213.0,8726.0,51775.0,421255.0,8587.0,5542.0,261.0,110.0
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Buwunga Subcounty (Bugiri District),Busowa HC II,kkNYl0r71q6,Busowa HC II,,,,3971.0,1751.0,3021.0,185925.0,807258.0,3021.0,1711.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Iganga District,Nakigo Subcounty,Busowobi HC III,fqWdsy0CuFR,Busowobi HC III,,,,6929.0,4417.0,6894.0,759510.0,3256322.0,6528.0,4280.0,69.0,59.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Bussi Subcounty,Bussi HC III,tBl4WduwWRw,Bussi HC III,,,,3520.0,218.0,1262.0,32094.0,391348.0,1262.0,138.0,3.0,3.0
2022,2022,2022,,MOH - Uganda,Tooro,Kasese District,Lake Katwe Subcounty,Busunga HC II,PRZ4la65rsi,Busunga HC II,,,,2731.0,1575.0,2287.0,15883.0,173752.0,2287.0,1398.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Busunga Town Council,Busunga HC II,U4VqFHT72Eu,Busunga HC II,,,,10076.0,3910.0,7341.0,101726.0,5082398.0,7173.0,5117.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Kasese District,Nyakatonzi Subcounty,Busunga HC III,Ptls8FFrdbw,Busunga HC III,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,North Central,Mityana District,Busunju Town Council,Busunju HC II,acZImyCaeNM,Busunju HC II,,,,1293.0,593.0,785.0,1169.0,1316170.0,556.0,364.0,,
2022,2022,2022,,MOH - Uganda,North Central,Mityana District,Busunju Town Council,Busunju HC III,S1cuIytiM1T,Busunju HC III,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,North Central,Mityana District,Busunju Town Council,Busunju Police HC II,k3WymbF3pFL,Busunju Police HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Busoga,Mayuge District,Wairasa Subcounty,Busuyi HC II,XK9RFXZJrFx,Busuyi HC II,,,,2831.0,1768.0,2668.0,119295.0,241917.0,2668.0,1768.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Namayingo District,Buswale Subcounty,Buswale St. Matia HC III,ayBh8ous7GK,Buswale St. Matia HC III,,,1.0,2740.0,2288.0,2652.0,24160.0,524238.0,2577.0,2219.0,73.0,73.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Busy Bee Dental Clinic HC II,lKevCQeLOsK,Busy Bee Dental Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Butambala District,Kibibi Subcounty,Butaaka HC III,lxS0qhIRkQv,Butaaka HC III,,,,9640.0,4128.0,5782.0,46287.0,762301.0,3928.0,2599.0,2062.0,1324.0
2022,2022,2022,,MOH - Uganda,Ankole,Ntungamo District,Ntungamo Subcounty,Butaare HC III,a9vGVj3Ftt9,Butaare HC III,,,,4793.0,292.0,1246.0,60007.0,1109470.0,1246.0,286.0,9.0,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Nakawa Division,Butabika National Referral Hospital,KssVUerFkyV,Butabika National Referral Hospital,,,,45683.0,1986.0,2785.0,1491.0,16325.0,1256.0,162.0,443.0,61.0
2022,2022,2022,,MOH - Uganda,Busoga,Jinja District,Butagaya Subcounty,Butagaya HC III,ga9sLsbCiMo,Butagaya HC III,,,,4697.0,2371.0,240.0,13300.0,59010.0,240.0,120.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Jinja District,Butagaya Subcounty,Butagaya Prison Clinic,LIHDXxuAjap,Butagaya Prison Clinic,,,,202.0,49.0,52.0,486.0,,52.0,52.0,,
2022,2022,2022,,MOH - Uganda,North Central,Nakaseke District,Butalangu Town Council,Butalangu HC III,RxuR3BaSwxg,Butalangu HC III,,,,7605.0,2079.0,2355.0,1014.0,11268.0,2592.0,1242.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Butaleja District,Butaleja Town Council,Butaleja HC III,Tj9XBHhCMQH,Butaleja HC III,,,,17761.0,7968.0,12492.0,62080.0,2696360.0,10464.0,5925.0,2135.0,1080.0
2022,2022,2022,,MOH - Uganda,Bukedi,Butaleja District,Butaleja Town Council,Butaleja Prison HC II,NgHtzfSODK6,Butaleja Prison HC II,,,,299.0,48.0,97.0,307.0,33472.0,78.0,46.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Butama-Mitunda Town Council,Butama HC III,EV2MoBNsOm6,Butama HC III,,,,7576.0,4529.0,6146.0,11900.0,434160.0,5730.0,4252.0,380.0,231.0
2022,2022,2022,,MOH - Uganda,Kigezi,Kabale District,Butanda Subcounty,Butanda HC III,ktaPwuDxHca,Butanda HC III,,,,5758.0,247.0,1045.0,12565.0,18759.0,863.0,245.0,4.0,2.0
2022,2022,2022,,MOH - Uganda,Bugisu,Sironko District,Elgon Subcounty,Butandiga HC III,PX7XHOUnYJY,Butandiga HC III,,,,4793.0,655.0,2502.0,19687.0,760980.0,2033.0,685.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Busia District,Masaba Subcounty (Busia District),Butangasi HC II,xUfMCYcr2xi,Butangasi HC II,,,,4702.0,2866.0,4052.0,45283.0,652126.0,3977.0,3039.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Kamuli District,Butansi Subcounty,Butansi HC III,nWJKeP8N21c,Butansi HC III,,,,10711.0,6949.0,10081.0,196700.0,705960.0,9928.0,6840.0,3.0,3.0
2022,2022,2022,,MOH - Uganda,Kigezi,Rubanda District,Muko Subcounty,Butare HC II,iV5xU1J8Vbx,Butare HC II,,,,2675.0,3.0,447.0,2814.0,65854.0,447.0,64.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Buhweju District,Kajani Town Council,Butare HC III,RndGp2J7TuE,Butare HC III,,,,2502.0,248.0,1085.0,10692.0,286720.0,546.0,244.0,562.0,204.0
2022,2022,2022,,MOH - Uganda,Kigezi,Rubanda District,Muko Subcounty,Butare Ngo HC II,pyMlFkRcGtU,Butare Ngo HC II,,,,1375.0,42.0,311.0,1470.0,16243.0,300.0,40.0,2.0,1.0
2022,2022,2022,,MOH - Uganda,North Central,Mubende District,Kigando Subcounty,Butawata HC III,NVzyUPHcrEd,Butawata HC III,,,23.0,10984.0,1167.0,4144.0,97000.0,967446.0,3589.0,1178.0,553.0,197.0
2022,2022,2022,,MOH - Uganda,Busoga,Mayuge District,Baitambogwe Subcounty,Bute HC II,aPXQhyTI3oq,Bute HC II,,,,5108.0,3629.0,4715.0,58800.0,169920.0,4715.0,3430.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Busia District,Buteba Subcounty,Buteba HC III,aJgUSQQuIsM,Buteba HC III,,,,5506.0,2795.0,5181.0,189996.0,993240.0,5313.0,3623.0,18.0,13.0
2022,2022,2022,,MOH - Uganda,Bukedi,Butebo District,Butebo Town Council,Butebo HC IV,xRyghoPrl27,Butebo HC IV,,,1.0,28752.0,18409.0,25426.0,535193.0,7341036.0,16590.0,12419.0,8520.0,5755.0
2022,2022,2022,,MOH - Uganda,Bunyoro,Hoima District,Buhanika Subcounty,Butema HC III,VyKflstsoTt,Butema HC III,,,,7925.0,1413.0,4674.0,67710.0,2675080.0,1810.0,794.0,2860.0,994.0
2022,2022,2022,,MOH - Uganda,North Central,Kyankwanzi District,Butemba Town Council,Butemba HC III,JHtjwrjBlm4,Butemba HC III,,,,7417.0,2788.0,6350.0,19550.0,645030.0,887.0,1580.0,5457.0,2264.0
2022,2022,2022,,MOH - Uganda,South Central,Kyotera District,Kirumba Subcounty,Butembe HC II,ffepMuBcVGL,Butembe HC II,,,,7137.0,3490.0,5026.0,41225.0,580080.0,5026.0,3520.0,,
2022,2022,2022,,MOH - Uganda,South Central,Butambala District,Ngando Subcounty,Butende HC II,kMZGxkg0VmA,Butende HC II,,,,2100.0,745.0,1529.0,43419.0,587781.0,1524.0,722.0,,
2022,2022,2022,,MOH - Uganda,South Central,Masaka City,Mukungwe Subcounty,Butende HC III,S79Lcu8O003,Butende HC III,,,,1713.0,220.0,926.0,4981.0,186124.0,846.0,223.0,79.0,32.0
2022,2022,2022,,MOH - Uganda,South Central,Bukomansimbi District,Butenga Subcounty,Butenga HC IV,gBVBGJ2p9b3,Butenga HC IV,,,,8824.0,1420.0,2924.0,,18090.0,110.0,50.0,2906.0,1091.0
2022,2022,2022,,MOH - Uganda,South Central,Bukomansimbi District,Butenga Subcounty,Butenga Medical Center HC III,wHboGxWIhq0,Butenga Medical Center HC III,,,,1720.0,213.0,350.0,3125.0,14926.0,350.0,209.0,1.0,
2022,2022,2022,,MOH - Uganda,South Central,Bukomansimbi District,Butenga Subcounty,Butenga Prison Clinic,EEobwt2M1yY,Butenga Prison Clinic,,,,746.0,207.0,300.0,1604.0,80682.0,296.0,207.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Sironko District,Buteza Subcounty,Buteza HC III,aURmSknLg9S,Buteza HC III,,,,5055.0,2814.0,5043.0,37446.0,217468.0,4572.0,2280.0,166.0,120.0
2022,2022,2022,,MOH - Uganda,Tooro,Kasese District,Mahango Subcounty,Buthale HC II,mL4DefLYo1Z,Buthale HC II,,,,2526.0,392.0,1053.0,55353.0,2374618.0,1052.0,352.0,,
2022,2022,2022,,MOH - Uganda,Bunyoro,Buliisa District,Butiaba Town Council,Butiaba HC III,GnAcwCmEkxS,Butiaba HC III,,,,10531.0,5616.0,10451.0,286203.0,5511290.0,10072.0,5293.0,374.0,254.0
2022,2022,2022,,MOH - Uganda,Bunyoro,Buliisa District,Butiaba Subcounty,Butiaba Prison Clinic,lMr05lCgQaF,Butiaba Prison Clinic,,,,145.0,31.0,39.0,432.0,9916.0,39.0,31.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Kyenjojo District,Butiiti Town Council,Butiiti HC III,XRMXI2fhgoK,Butiiti HC III,,,,15384.0,4210.0,6783.0,825925.0,6779340.0,6255.0,3602.0,552.0,351.0
2022,2022,2022,,MOH - Uganda,Tooro,Kyenjojo District,Butiiti Subcounty,Butiiti Prison HC II,D3ds26FzLrD,Butiiti Prison HC II,,,,949.0,111.0,259.0,2629.0,94544.0,259.0,127.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Manafwa District,Butiru Subcounty,Butiru Chrisco (UCMB) HC III,JHUDOhEfQ9t,Butiru Chrisco (UCMB) HC III,,,1.0,8336.0,1491.0,3210.0,21204.0,173434.0,1483.0,723.0,1225.0,707.0
2022,2022,2022,,MOH - Uganda,Bugisu,Manafwa District,Butiru Subcounty,Butiru Dispensary HC II,kYo6rlWFlg2,Butiru Dispensary HC II,,,,1477.0,38.0,1224.0,5146.0,75669.0,1224.0,940.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Manafwa District,Butiru Subcounty,Butiru HC III,Wsm1yq3s0Lw,Butiru HC III,,,,4806.0,5348.0,4900.0,26775.0,447100.0,4325.0,2784.0,572.0,291.0
2022,2022,2022,,MOH - Uganda,South Central,Rakai District,Lwanda Subcounty,Butiti HC II,iN7CXIs0XT3,Butiti HC II,,,,6392.0,3666.0,5166.0,52760.0,2617422.0,5166.0,3525.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Luuka District,Irongo Subcounty,Butogonya HC II,EU0Y5UzmqnB,Butogonya HC II,,,62.0,4816.0,3782.0,4811.0,89150.0,286104.0,4753.0,3658.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kanungu District,Butogota Town Council,Butogota HC II,aRwFP1c5PuU,Butogota HC II,,,,3040.0,525.0,1845.0,8560.0,171386.0,1831.0,503.0,28.0,4.0
2022,2022,2022,,MOH - Uganda,Ankole,Rubirizi District,Magambo Subcounty,Butoha HC III,hBCupqHozKG,Butoha HC III,,,,7502.0,1550.0,2682.0,22725.0,499119.0,2627.0,1440.0,,
2022,2022,2022,,MOH - Uganda,North Central,Mubende District,Butoloogo Subcounty,Butoloogo HC III,QGlZ7LIOS00,Butoloogo HC III,,,,3220.0,2253.0,2200.0,9480.0,90600.0,1922.0,984.0,277.0,158.0
2022,2022,2022,,MOH - Uganda,South Central,Mpigi District,Kammengo Subcounty,Butoolo HC III,Co0DLFVgmGz,Butoolo HC III,,,,6751.0,1876.0,3742.0,52925.0,541596.0,3386.0,1637.0,351.0,132.0
2022,2022,2022,,MOH - Uganda,South Central,Mpigi District,Kammengo Subcounty,Butoolo Prison HC II,yJU60ukixIS,Butoolo Prison HC II,,,,918.0,141.0,277.0,398.0,4585.0,234.0,152.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Budaka District,Lyama Subcounty,Butove HC II,r2MmzjEyXNT,Butove HC II,,,,9679.0,7817.0,8586.0,113954.0,767108.0,8586.0,6891.0,,
