"location_name","parent","latitude","longitude","location_id","level","path_to_top_parent","authority","facility_level","operational_status","organisation_unit_levels","ownership"
"Flama Uganda HC II","LllQ7wFfkGG",2.7874,32.31604,"DgcoJ3W21vA",5,"akV6429SUqu,SUvODYOcaVf,szlrGpmFlu9,LllQ7wFfkGG,DgcoJ3W21vA","NGO","HC II","Functional","Health Facilities","PNFP"
"Florence Medic Drug Supplies HC II","qmcJkZ4ywL9",NA,NA,"AcJBataZEgg",5,"akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r,qmcJkZ4ywL9,AcJBataZEgg","Private",NA,"Non-Functional","Health Facilities","PFP"
"Florence Medical Services HC II","oweSpFBNbmi",NA,NA,"r8pg5xWsOXh",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,r8pg5xWsOXh","Private","HC II","Functional","Health Facilities","PFP"
"Florence Memorial Drugshop","AW50btffsIN",NA,NA,"eF8YZJ7MKxH",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,AW50btffsIN,eF8YZJ7MKxH","Private","Drug Shop","Functional",NA,"PFP"
"Florence Nightingale Hospital","iODQ7aAqnDh",NA,NA,"pnX83NIrhAk",5,"akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq,iODQ7aAqnDh,pnX83NIrhAk","Private","Hospital","Functional","Health Facilities","PFP"
"Focus Foundation Health Centre Clinic","Avn1mi6BJ58",NA,NA,"lnIGXx6SjT7",5,"akV6429SUqu,F1o6qBSx783,AS2Seq1grGE,Avn1mi6BJ58,lnIGXx6SjT7","Private","Clinic","Non-Functional","Health Facilities","PFP"
"Focus Medical Center HC II","kKEBeO1LL7S",NA,NA,"C3bsz0847dX",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,C3bsz0847dX","Private","HC II","Functional","Health Facilities","PFP"
"Focus Medical Centre HC II","kKEBeO1LL7S",NA,NA,"d2i4vc5k5Lw",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,d2i4vc5k5Lw","Private","HC II","Functional","Health Facilities","PFP"
"Foh Medical Clinic HC III","h7rS7d8M2jI",NA,NA,"GFG7FQ0abTx",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,h7rS7d8M2jI,GFG7FQ0abTx","Private","HC III","Non-Functional","Health Facilities","PFP"
"Fort Portal (Buhinga ) Regional Blood Bank","ELU3iXYKacy",NA,NA,"GemPANbKzy5",5,"akV6429SUqu,JZhJ50nOirX,R1x33oSVR1M,ELU3iXYKacy,GemPANbKzy5","UBTS","RBB","Functional","Health Facilities","GOV"
"Fort Portal Regional Referral Hospital","ELU3iXYKacy",0.655,30.282,"Dt6WipQhr4Q",5,"akV6429SUqu,JZhJ50nOirX,R1x33oSVR1M,ELU3iXYKacy,Dt6WipQhr4Q","MOH","RRH","Functional","Health Facilities","GOV"
"Foso Health Care Clinic HC II","yYNanzdXzAk",NA,NA,"M228cqQk9C9",5,"akV6429SUqu,Dl9WvtvDs5V,GLHh0BXys9w,yYNanzdXzAk,M228cqQk9C9","Private","HC II","Functional","Health Facilities","PFP"
"Fr. Bilbao HC III","aCaPqIkvV2s",3.66113,31.78253,"MQ5ynJIzkbh",5,"akV6429SUqu,BD3XaQ7cQAp,W0kQBddyGyh,aCaPqIkvV2s,MQ5ynJIzkbh","UCMB","HC III","Functional","Health Facilities","PNFP"
"Francisca Medical Clinic HC III","AMGnRJ8vefc",NA,NA,"K56hypi6AUE",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,AMGnRJ8vefc,K56hypi6AUE","Private","HC III","Non-Functional","Health Facilities","PFP"
"Fremar Medical Center HC II","FbuhMjEaMXt",NA,NA,"d4ftK2JHzMw",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,d4ftK2JHzMw","Private","HC II","Non-Functional","Health Facilities","PFP"
"Fresco Medical Services HC II","zNdkt1W9dcu",NA,NA,"sUzbQhdddvZ",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,sUzbQhdddvZ","Private","HC II","Functional","Health Facilities","PFP"
"Fridauce and Ssekubwa Medical Centre HC II","z9UtbSArut7",NA,NA,"meezZf7AkPu",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,z9UtbSArut7,meezZf7AkPu","Private","HC II","Non-Functional","Health Facilities","PFP"
"Fridnds Medical Clinic HC II","oweSpFBNbmi",NA,NA,"YibSoW6hYGt",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,YibSoW6hYGt","Private","HC II","Functional","Health Facilities","PFP"
"Friend's Medicines Clinic","EmDDLMQd80s",NA,NA,"wU5tXMdZ1gF",5,"akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq,EmDDLMQd80s,wU5tXMdZ1gF","Private",NA,"Non-Functional","Health Facilities",NA
"Friendly Care Clinic HC II","LYuMx5oPsR5",0.374995,32.565127,"a4iNJz4Oanu",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,a4iNJz4Oanu","Private","HC II","Functional","Health Facilities","PFP"
"Friends Clinic HC II","FbuhMjEaMXt",NA,NA,"JaWXDS5IhoM",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,JaWXDS5IhoM","Private","HC II","Non-Functional","Health Facilities","PFP"
"Friends Medical Center HC II","FbuhMjEaMXt",NA,NA,"aqerr5gK2pr",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,aqerr5gK2pr","Private","HC II","Functional","Health Facilities","PFP"
"Friends Medical Centre HC II","FbuhMjEaMXt",NA,NA,"lwlvBRRVEVN",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,lwlvBRRVEVN","Private","HC II","Non-Functional","Health Facilities","PFP"
"Friends Medical Clinic","Hy2n4D2yJOM",NA,NA,"kr4ugzIMHzL",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,Hy2n4D2yJOM,kr4ugzIMHzL","Private","Clinic","Functional","Health Facilities","PFP"
"Friends Medical Clinic HC II","LYuMx5oPsR5",NA,NA,"yvnTKYiqAwd",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,yvnTKYiqAwd","Private","HC II","Functional","Health Facilities","PFP"
"Friends Poly Clinic HC II","zNdkt1W9dcu",NA,NA,"c5EHgmDQXM4",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,c5EHgmDQXM4","Private","HC II","Functional","Health Facilities","PFP"
"Friendship Drugshop","a5Rsb7b0H2V",NA,NA,"aK7OsI0WUna",5,"akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR,a5Rsb7b0H2V,aK7OsI0WUna","Private","Drug Shop","Functional",NA,"PFP"
"Frontier Medical Centre HC II","zNdkt1W9dcu",NA,NA,"qsZja97kBvt",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,qsZja97kBvt","Private","HC II","Functional","Health Facilities","PFP"
"Fualwonga HC II","z0vS3kFxDjc",2.55622,31.32455,"FxbMnY6pZMs",5,"akV6429SUqu,BD3XaQ7cQAp,uqUyTPvQKII,z0vS3kFxDjc,FxbMnY6pZMs","MOH","HC II","Functional","Health Facilities","GOV"
"Full Life Medical Clinic HC II","RQ4bTHOso6m",NA,NA,"KQq08wg4OMm",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,RQ4bTHOso6m,KQq08wg4OMm","Private","HC II","Functional","Health Facilities","PFP"
"Fungwe HC II","GEO7nsOVAeb",0.657131,33.909588,"HEyupbzUKTn",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,GEO7nsOVAeb,HEyupbzUKTn","MOH","HC II","Functional","Health Facilities","GOV"
"Gabex Medical Center HC II","kKEBeO1LL7S",NA,NA,"Z3eyqoVkNNt",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,Z3eyqoVkNNt","Private","HC II","Functional","Health Facilities","PFP"
"Gadafi Medical Centre HC II","a5pj74dBGEp",NA,NA,"vhqSTH4VsL4",5,"akV6429SUqu,JZhJ50nOirX,g8M1cWRJZV6,a5pj74dBGEp,vhqSTH4VsL4","Private","HC II","Functional","Health Facilities","PFP"
"Gaddafi Barracks HC III","aQdwdYyr6GL",0.45029,33.20341,"BMmhOqlF4EB",5,"akV6429SUqu,Wd1lV9Qdj4o,wRApaxY2zJf,aQdwdYyr6GL,BMmhOqlF4EB","UPDF","HC III","Functional","Health Facilities","GOV"
"Gadumire HC III","acHyc4nCqAg",1.10778,33.510535,"Jh6Ds2pV5vS",5,"akV6429SUqu,Wd1lV9Qdj4o,kJCEJnXLgnh,acHyc4nCqAg,Jh6Ds2pV5vS","MOH","HC III","Functional","Health Facilities","GOV"
"Galaxy Medical Clinic HC II","h7rS7d8M2jI",NA,NA,"HpUGo6SQJIS",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,h7rS7d8M2jI,HpUGo6SQJIS","Private","HC II","Non-Functional","Health Facilities","PFP"
"Galen Domiciliary Clinic","l01FDO0PtI0",NA,NA,"xE6g319LYX8",5,"akV6429SUqu,IEU0FjDAhBP,REJuxCmTwXG,l01FDO0PtI0,xE6g319LYX8",NA,"Clinic","Functional",NA,"PFP"
"Galiboleka HC II","jUjZnYO6hUP",0.98734,30.77994,"eJgKrwRqQaC",5,"akV6429SUqu,yx0ieyZNF0l,orgY0d5MJa9,jUjZnYO6hUP,eJgKrwRqQaC","MOH","HC II","Functional","Health Facilities","GOV"
"Galilaya Prison Clinic","ajyWVVmNSuc",NA,NA,"OI9iFC8cwsU",5,"akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,ajyWVVmNSuc,OI9iFC8cwsU","UPS","HC II","Functional",NA,"GOV"
"Galilee Community Hospital","oweSpFBNbmi",NA,NA,"oGFpXMmq8U0",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,oGFpXMmq8U0","Private","Hospital","Functional","Health Facilities","PFP"
"Galimagi (Butebo) HC III","HoW0caoiLjf",1.175386,33.93438,"auY0zuO56sC",5,"akV6429SUqu,QBPg7KKCeoA,FDPqRvcW3NN,HoW0caoiLjf,auY0zuO56sC","UCBHCA","HC III","Functional","Health Facilities","PNFP"
"Galiraya HC III","ajyWVVmNSuc",1.34951,32.81643,"yZIc8DX7kUx",5,"akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,ajyWVVmNSuc,yZIc8DX7kUx","MOH","HC III","Functional","Health Facilities","GOV"
"Gallop Clinic HC II","FbuhMjEaMXt",NA,NA,"DJ9pMeVJo2m",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,DJ9pMeVJo2m","Private","HC II","Functional","Health Facilities","PFP"
"Gamatimbei HC III","qFIN6OqYHyT",1.29666,34.35095,"eN47KTA7oAK",5,"akV6429SUqu,Dt6qdenPX1E,auLatLbcOxf,qFIN6OqYHyT,eN47KTA7oAK","MOH","HC III","Functional","Health Facilities","GOV"
"Gamatui HC II","uyxasfC9cr3",1.33129,34.38256,"UYWZjSrracT",5,"akV6429SUqu,Dt6qdenPX1E,aginheWSLef,uyxasfC9cr3,UYWZjSrracT","UCMB","HC II","Functional","Health Facilities","PNFP"
"Gamogo HC III","aYieDAsKoLt",1.31145,34.35781,"jKb8fhTLrfC",5,"akV6429SUqu,Dt6qdenPX1E,aginheWSLef,aYieDAsKoLt,jKb8fhTLrfC","MOH","HC III","Functional","Health Facilities","GOV"
"Gangama HC II","OltIU5j6TaY",NA,NA,"ZNsYKx9M5ag",5,"akV6429SUqu,Dt6qdenPX1E,ALFFOStwtqW,OltIU5j6TaY,ZNsYKx9M5ag","UCMB","HC II","Functional","Health Facilities","PNFP"
"Gangming HC II","BBRR0ZCNp9p",2.55633,33.59051,"JO1cLIghdBv",5,"akV6429SUqu,jdlbNUwJiKX,NREoMszwQZW,BBRR0ZCNp9p,JO1cLIghdBv","MOH","HC II","Functional","Health Facilities","GOV"
"Gapfurizo HC II","eSxa9KsHr5h",-1.27298,29.63022,"aHThiPQRYCM",5,"akV6429SUqu,G0rlphd2tcD,aPhSZRinfbg,eSxa9KsHr5h,aHThiPQRYCM","MOH","HC II","Functional","Health Facilities","GOV"
"Garden City Medical Center HC II","zNdkt1W9dcu",NA,NA,"l784h9b6oVv",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,l784h9b6oVv","Private","HC II","Functional","Health Facilities","PFP"
"Garden Clinic (Mengo) HC II","zNdkt1W9dcu",NA,NA,"LcOdGRO9rnR",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,LcOdGRO9rnR","Private","HC II","Functional","Health Facilities","PFP"
"Garden Clinic (Soroti) HC II","ys2eaRzu6MB",NA,NA,"aepoL4X75VF",5,"akV6429SUqu,r0GhWtmPHDj,iRUvO30ij3h,ys2eaRzu6MB,aepoL4X75VF","Private","HC II","Functional","Health Facilities","PFP"
"Garden Medical Centre Clinic","EmDDLMQd80s",NA,NA,"b6QyvVuGsU6",5,"akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq,EmDDLMQd80s,b6QyvVuGsU6","Private",NA,"Non-Functional","Health Facilities",NA
"Garubunda HC II","sU5AJUzvx6L",-0.827868,30.00189,"aR0P43jcGZM",5,"akV6429SUqu,G0rlphd2tcD,tugqr4dY6wq,sU5AJUzvx6L,aR0P43jcGZM","MOH","HC II","Functional","Health Facilities","GOV"
"Gasovu HC II","Uuo4aSz4x5g",-1.310918,29.703012,"xK1NgGOVu2D",5,"akV6429SUqu,G0rlphd2tcD,aPhSZRinfbg,Uuo4aSz4x5g,xK1NgGOVu2D","MOH","HC II","Functional","Health Facilities","GOV"
"Gasovu HC III","Nc5nlJywn4F",-1.310918,29.703012,"TEmxmKVJJPa",5,"akV6429SUqu,G0rlphd2tcD,aPhSZRinfbg,Nc5nlJywn4F,TEmxmKVJJPa","MOH","HC III","Functional","Health Facilities","GOV"
"Gasto Medical Center HC II","LYuMx5oPsR5",NA,NA,"F2HYRVjk9gG",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,F2HYRVjk9gG","Private","HC II","Functional","Health Facilities","PFP"
"Gastro-Intestinal Liver Disease Treatment and Research HC II","kKEBeO1LL7S",NA,NA,"gaMRDIG6845",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,gaMRDIG6845","Private","HC II","Functional","Health Facilities","PFP"
"Gateriteri HC III","F1OvU15f7z0",-1.22027,29.7534,"V5l3C1YQlLa",5,"akV6429SUqu,G0rlphd2tcD,aPhSZRinfbg,F1OvU15f7z0,V5l3C1YQlLa","MOH","HC III","Functional","Health Facilities","GOV"
"Gates Clinic HC II","l0LizWT16CQ",NA,NA,"TquhVTQP7DF",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,l0LizWT16CQ,TquhVTQP7DF","Private","HC II","Functional","Health Facilities","PFP"
"Gatewell Generalclinic HC II","oweSpFBNbmi",NA,NA,"eKb5SOMJi7U",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,eKb5SOMJi7U","Private","HC II","Functional","Health Facilities","PFP"
"Gava Medical Centre HC II","zNdkt1W9dcu",NA,NA,"aA7oGfzZhoI",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,aA7oGfzZhoI","Private","HC II","Functional","Health Facilities","PFP"
"Gava Medical Clinic HC II","h7rS7d8M2jI",NA,NA,"hsdeu6TtZyH",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,h7rS7d8M2jI,hsdeu6TtZyH","Private","HC II","Functional","Health Facilities","PFP"
"Gayaza Diagnostic Medical Centre HC III","oyIJV2TSFLe",NA,NA,"sEohWjhJWMI",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,oyIJV2TSFLe,sEohWjhJWMI","Private","HC III","Functional","Health Facilities","PFP"
"Gayaza HC II","Pw1S7C7oSlb",-0.616919,31.48854,"ZFJ3R3ApEeC",5,"akV6429SUqu,IEU0FjDAhBP,REJuxCmTwXG,Pw1S7C7oSlb,ZFJ3R3ApEeC","MOH","HC II","Functional","Health Facilities","GOV"
"Gayaza Road Mefical Centre HC II","LYuMx5oPsR5",NA,NA,"MN98FTO0Wme",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,MN98FTO0Wme","Private","HC II","Functional","Health Facilities","PFP"
"Gbalala HC II","B6t4I0VO1re",3.58468,31.58361,"biQmsTGoRmT",5,"akV6429SUqu,BD3XaQ7cQAp,W0kQBddyGyh,B6t4I0VO1re,biQmsTGoRmT","MOH","HC II","Functional","Health Facilities","GOV"
"Gbari HC II","aCaPqIkvV2s",3.713937,31.785342,"LxIzdSisWRN",5,"akV6429SUqu,BD3XaQ7cQAp,W0kQBddyGyh,aCaPqIkvV2s,LxIzdSisWRN","MOH","HC II","Functional","Health Facilities","GOV"
"Gborokolongo HC III","NKIjT6Gi8Z3",3.431915,31.063338,"gSxv8y8vQ4H",5,"akV6429SUqu,BD3XaQ7cQAp,iqsaGItA68C,NKIjT6Gi8Z3,gSxv8y8vQ4H","MOH","HC III","Functional","Health Facilities","GOV"
"Gbulukuatuni HC II","RIRO5KSi82T",3.00472,31.2215,"rwogm4xx92W",5,"akV6429SUqu,BD3XaQ7cQAp,bLoH4VbxCGI,RIRO5KSi82T,rwogm4xx92W","MOH","HC II","Functional","Health Facilities","GOV"
"Gecajo Drug Shop","GL2jnbw4B8R",NA,NA,"C2Uyy5GuoCk",5,"akV6429SUqu,IEU0FjDAhBP,REJuxCmTwXG,GL2jnbw4B8R,C2Uyy5GuoCk","Private","Drug Shop","Functional","Health Facilities","PFP"
"Gelbra Medical Clinic","h7rS7d8M2jI",NA,NA,"za6c5EEAU5q",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,h7rS7d8M2jI,za6c5EEAU5q","Private","HC II","Functional","Health Facilities","PFP"
"Gemini Medical Center HC II","kKEBeO1LL7S",NA,NA,"eYfYllZTnY0",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,eYfYllZTnY0","Private","HC II","Functional","Health Facilities","PFP"
"General Health Care HC II","aQbUr8vlhmm",NA,NA,"Ze1t4Y8t4TK",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,aQbUr8vlhmm,Ze1t4Y8t4TK","Private","HC II","Functional","Health Facilities","PFP"
"General Medical Clinic","oSEii1BuIbC",NA,NA,"OYrBAEyeeXR",5,"akV6429SUqu,IEU0FjDAhBP,KJkbK1YhjFb,oSEii1BuIbC,OYrBAEyeeXR","Private","Clinic","Functional",NA,"PFP"
"General Medical Clinic HC II","kKEBeO1LL7S",NA,NA,"cNfLuxBwc50",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,cNfLuxBwc50","Private","HC II","Functional","Health Facilities","PFP"
"Generation Medical Clinic HC II","zNdkt1W9dcu",NA,NA,"BAwCly3VBRl",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,BAwCly3VBRl","Private","HC II","Functional","Health Facilities","PFP"
"Genesis Drugshop","s8bn45A31mu",NA,NA,"rpdGyezsikH",5,"akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR,s8bn45A31mu,rpdGyezsikH","Private","Drug Shop","Functional",NA,"PFP"
"Genesis Health Care HC II","LYuMx5oPsR5",NA,NA,"b4ihlfWucPX",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,b4ihlfWucPX","Private","HC II","Functional","Health Facilities","PFP"
"Genesis Medical Center HC II","FbuhMjEaMXt",NA,NA,"KDf8Zgi9Sru",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,KDf8Zgi9Sru","Private","HC II","Non-Functional","Health Facilities","PFP"
"Genesis Medical Centre (Kasubi) HC II","oweSpFBNbmi",NA,NA,"bnZozd23TrD",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,bnZozd23TrD","Private","HC II","Functional","Health Facilities","PFP"
"Genesis Medical Centre (Mbuya) HC II","kKEBeO1LL7S",NA,NA,"tGCtaiozbVm",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,tGCtaiozbVm","Private","HC II","Functional","Health Facilities","PFP"
"Genesis Psychiatric Clinic HC II","LUHdM7WTGOa",NA,NA,"LMCPij5l9WO",5,"akV6429SUqu,Wd1lV9Qdj4o,kJCEJnXLgnh,LUHdM7WTGOa,LMCPij5l9WO","Private","HC II","Non-Functional","Health Facilities","PFP"
"Geno Community Nursing Home Clinic","g8E2xKiKNDo",0.75428,34.12154,"RoEEqZN2e63",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,g8E2xKiKNDo,RoEEqZN2e63","Private","Clinic","Functional","Health Facilities","PFP"
"Genrwot Medical Clinic HC II","vFat4pU68Gg",NA,NA,"PcAslzDoJN1",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,vFat4pU68Gg,PcAslzDoJN1",NA,"HC II","Functional",NA,"PFP"
"Geofrey Clinic","FjaBJw5pfW8",NA,NA,"FvWwsC1Skpw",5,"akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J,FjaBJw5pfW8,FvWwsC1Skpw","Private","Clinic","Non-Functional","Health Facilities","PFP"
"Geogina Eye HC III","zNdkt1W9dcu",NA,NA,"HtkPt5NvrQR",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,HtkPt5NvrQR","Private","HC III","Functional","Health Facilities","PFP"
"Geregere HC II","XAYIceYQGIl",2.7729,33.23382,"WgXtPbUAyJD",5,"akV6429SUqu,SUvODYOcaVf,ztIyIYAzFKp,XAYIceYQGIl,WgXtPbUAyJD","MOH","HC II","Functional","Health Facilities","GOV"
"Geroba Domicilliary Clinic HC III","z9UtbSArut7",NA,NA,"Rs9KsjpvI2p",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,z9UtbSArut7,Rs9KsjpvI2p","Private","HC III","Functional","Health Facilities","PFP"
"Gerro Medical Clinic","h7rS7d8M2jI",NA,NA,"ZvoDqPb3GBA",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,h7rS7d8M2jI,ZvoDqPb3GBA","Private","HC II","Functional","Health Facilities","PFP"
"Get Well General Clinic HC II","oweSpFBNbmi",NA,NA,"IjIZYaDyOtA",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,IjIZYaDyOtA","Private","HC II","Functional","Health Facilities","PFP"
"Ggaba Medical Clinic HC II","FbuhMjEaMXt",NA,NA,"X4qob1S3mZb",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,X4qob1S3mZb","Private","HC II","Non-Functional","Health Facilities","PFP"
"Gganda Clinic HC III","UjUroihV9AC",NA,NA,"r8bqaOn7bDb",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,UjUroihV9AC,r8bqaOn7bDb","Private","HC III","Non-Functional","Health Facilities","PFP"
"Ggangu Medical Centre HC II","MmY9teDWcvb",NA,NA,"qGOfTrxD1Ds",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,MmY9teDWcvb,qGOfTrxD1Ds","Private","HC II","Functional","Health Facilities","PFP"
"Ggoli - St Yakobo HC III","a8kpQiPpYy0",0.13734,32.22679,"SzVYBCcGiM7",5,"akV6429SUqu,IEU0FjDAhBP,YMMexeHFUay,a8kpQiPpYy0,SzVYBCcGiM7","UCMB","HC III","Functional","Health Facilities","PNFP"
"Ggolo HC III","o2AmXGnxfGy",0.08349,32.06144,"NHQdOv9RFcN",5,"akV6429SUqu,IEU0FjDAhBP,YMMexeHFUay,o2AmXGnxfGy,NHQdOv9RFcN","MOH","HC III","Functional","Health Facilities","GOV"
"Ggwatiro Nursing Home Hospital","RQ4bTHOso6m",0.35456,32.66144,"aC6BO225r29",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,RQ4bTHOso6m,aC6BO225r29","Private","Hospital","Non-Functional","Health Facilities","PFP"
"Giant Medical Clinic HC II","UjUroihV9AC",NA,NA,"x92MQf0pXXy",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,UjUroihV9AC,x92MQf0pXXy","Private","HC II","Functional","Health Facilities","PFP"
"Gibbson Clinic and Lab Services HC II","LYuMx5oPsR5",NA,NA,"QRK2teCd4zN",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,QRK2teCd4zN","Private","HC II","Functional","Health Facilities","PFP"
"Gibmark Medical Centre HC II","l0LizWT16CQ",NA,NA,"xkP5a32zch1",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,l0LizWT16CQ,xkP5a32zch1","Private","HC II","Non-Functional","Health Facilities","PFP"
"Gibwaka Medical Clinic","l0LizWT16CQ",NA,NA,"UCnkQuXLYIr",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,l0LizWT16CQ,UCnkQuXLYIr","Private","HC II","Functional","Health Facilities","PFP"
"Gichara HC II","a7t73IQZdXp",NA,NA,"Ri4OIko6Faf",5,"akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,a7t73IQZdXp,Ri4OIko6Faf","MOH","HC II","Functional","Health Facilities","GOV"
"Gif Medical Centre HC II","LYuMx5oPsR5",NA,NA,"XPjxXhaBE3u",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,XPjxXhaBE3u","Private","HC II","Functional","Health Facilities","PFP"
"Gift Life Medical Centre HC III","OvJyCqX93Di",NA,NA,"uQv04QaavNU",5,"akV6429SUqu,DWPnYhoqza0,ullSvMrkHdi,OvJyCqX93Di,uQv04QaavNU","Private","HC III","Functional","Health Facilities","PFP"
"Gift Medical Center HC II","oweSpFBNbmi",NA,NA,"HW1QYX2irYw",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,HW1QYX2irYw","Private","HC II","Functional","Health Facilities","PFP"
"Gift Medical Clinic HC II","FbuhMjEaMXt",NA,NA,"mMiYmjs4FdF",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,mMiYmjs4FdF","Private","HC II","Non-Functional","Health Facilities","PFP"
"Gifted Hands Clinic","kKEBeO1LL7S",NA,NA,"sUn4xkpMKPz",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,sUn4xkpMKPz",NA,"Clinic","Non-Functional",NA,NA
"Gifted Hands Medical Clinic","h7rS7d8M2jI",NA,NA,"iLJNBF80xLv",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,h7rS7d8M2jI,iLJNBF80xLv","Private","HC II","Functional","Health Facilities","PFP"
"Gildt Clinic HC II","zNdkt1W9dcu",NA,NA,"gubP1r05LOr",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,gubP1r05LOr","Private","HC II","Functional","Health Facilities","PFP"
